LCSC Part	First Category	Second Category	MFR.Part	Package	Solder Joint	Manufacturer	Library Type	Description	Datasheet	Price	Stock											
C25744	Resistors	Chip Resistor - Surface Mount	0402WGF1002TCE	402	2	UNI-ROYAL(Uniroyal Elec)	Basic	62.5mW Thick Film Resistors 50V ??100ppm/?? ??1% -55??~+155?? 10k?? 0402  Chip Resistor - Surface Mount ROHS	https://datasheet.lcsc.com/lcsc/2206010100_UNI-ROYAL-Uniroyal-Elec-0402WGF1002TCE_C25744.pdf	20-180:0.000532836	200-580:0.000434328	600-1980:0.000364179	2000-9980:0.000304478	10000-19980:0.000295522	20000-:0.000291045	7188728						
C25750	Resistors	Chip Resistor - Surface Mount	0402WGF1203TCE	402	2	UNI-ROYAL(Uniroyal Elec)	Basic	62.5mW Thick Film Resistors 50V ??100ppm/?? ??1% -55??~+155?? 120k?? 0402  Chip Resistor - Surface Mount ROHS	https://datasheet.lcsc.com/lcsc/2206010100_UNI-ROYAL-Uniroyal-Elec-0402WGF1203TCE_C25750.pdf	20-180:0.000432836	200-580:0.000334328	600-1980:0.000283582	2000-9980:0.000259701	10000-10020:0.000228358	10040-:0.000228358	79037						
C25752	Resistors	Chip Resistor - Surface Mount	0402WGF1202TCE	402	2	UNI-ROYAL(Uniroyal Elec)	Basic	62.5mW Thick Film Resistors 50V ??100ppm/?? ??1% -55??~+155?? 12k?? 0402  Chip Resistor - Surface Mount ROHS	https://datasheet.lcsc.com/lcsc/2206010100_UNI-ROYAL-Uniroyal-Elec-0402WGF1202TCE_C25752.pdf	20-180:0.000429851	200-580:0.000332836	600-1980:0.000280597	2000-9980:0.000258209	10000-10020:0.000226866	10040-:0.000226866	154835						
C25755	Resistors	Chip Resistor - Surface Mount	0402WGF1503TCE	402	2	UNI-ROYAL(Uniroyal Elec)	Basic	62.5mW Thick Film Resistors 50V ??100ppm/?? ??1% -55??~+155?? 150k?? 0402  Chip Resistor - Surface Mount ROHS	https://datasheet.lcsc.com/lcsc/2206010100_UNI-ROYAL-Uniroyal-Elec-0402WGF1503TCE_C25755.pdf	20-180:0.000431343	200-580:0.000334328	600-1980:0.000283582	2000-9980:0.000259701	10000-10020:0.000228358	10040-:0.000228358	143748						
C25756	Resistors	Chip Resistor - Surface Mount	0402WGF1502TCE	402	2	UNI-ROYAL(Uniroyal Elec)	Basic	62.5mW Thick Film Resistors 50V ??100ppm/?? ??1% -55??~+155?? 15k?? 0402  Chip Resistor - Surface Mount ROHS	https://datasheet.lcsc.com/lcsc/2206010100_UNI-ROYAL-Uniroyal-Elec-0402WGF1502TCE_C25756.pdf	20-180:0.000432836	200-580:0.000334328	600-1980:0.000283582	2000-9980:0.000259701	10000-10020:0.000229851	10040-:0.000229851	195782						
C25762	Resistors	Chip Resistor - Surface Mount	0402WGF1802TCE	402	2	UNI-ROYAL(Uniroyal Elec)	Basic	62.5mW Thick Film Resistors 50V ??100ppm/?? ??1% -55??~+155?? 18k?? 0402  Chip Resistor - Surface Mount ROHS	https://datasheet.lcsc.com/lcsc/2206010100_UNI-ROYAL-Uniroyal-Elec-0402WGF1802TCE_C25762.pdf	20-180:0.000397015	200-580:0.000298507	600-1980:0.000246269	2000-9980:0.000223881	10000-10020:0.000192537	10040-:0.000192537	144830						
C25764	Resistors	Chip Resistor - Surface Mount	0402WGF2003TCE	402	2	UNI-ROYAL(Uniroyal Elec)	Basic	62.5mW Thick Film Resistors 50V ??100ppm/?? ??1% -55??~+155?? 200k?? 0402  Chip Resistor - Surface Mount ROHS	https://datasheet.lcsc.com/lcsc/2206010100_UNI-ROYAL-Uniroyal-Elec-0402WGF2003TCE_C25764.pdf	20-180:0.000432836	200-580:0.000334328	600-1980:0.000283582	2000-9980:0.000259701	10000-10020:0.000229851	10040-:0.000229851	357673						
C25765	Resistors	Chip Resistor - Surface Mount	0402WGF2002TCE	402	2	UNI-ROYAL(Uniroyal Elec)	Basic	62.5mW Thick Film Resistors 50V ??100ppm/?? ??1% -55??~+155?? 20k?? 0402  Chip Resistor - Surface Mount ROHS	https://datasheet.lcsc.com/lcsc/2206010100_UNI-ROYAL-Uniroyal-Elec-0402WGF2002TCE_C25765.pdf	20-180:0.000432836	200-580:0.000334328	600-1980:0.000283582	2000-9980:0.000259701	10000-10020:0.000229851	10040-:0.000229851	1033108						
C25767	Resistors	Chip Resistor - Surface Mount	0402WGF2203TCE	402	2	UNI-ROYAL(Uniroyal Elec)	Basic	62.5mW Thick Film Resistors 50V ??100ppm/?? ??1% -55??~+155?? 220k?? 0402  Chip Resistor - Surface Mount ROHS	https://datasheet.lcsc.com/lcsc/2206010100_UNI-ROYAL-Uniroyal-Elec-0402WGF2203TCE_C25767.pdf	20-180:0.000392537	200-580:0.000295522	600-1980:0.000244776	2000-9980:0.000220896	10000-10020:0.000189552	10040-:0.000189552	44107						
C25768	Resistors	Chip Resistor - Surface Mount	0402WGF2202TCE	402	2	UNI-ROYAL(Uniroyal Elec)	Basic	62.5mW Thick Film Resistors 50V ??100ppm/?? ??1% -55??~+155?? 22k?? 0402  Chip Resistor - Surface Mount ROHS	https://datasheet.lcsc.com/lcsc/2206010100_UNI-ROYAL-Uniroyal-Elec-0402WGF2202TCE_C25768.pdf	20-180:0.000392537	200-580:0.000295522	600-1980:0.000243284	2000-9980:0.000220896	10000-10020:0.000189552	10040-:0.000189552	374300						
C25769	Resistors	Chip Resistor - Surface Mount	0402WGF2402TCE	402	2	UNI-ROYAL(Uniroyal Elec)	Basic	62.5mW Thick Film Resistors 50V ??100ppm/?? ??1% -55??~+155?? 24k?? 0402  Chip Resistor - Surface Mount ROHS	https://datasheet.lcsc.com/lcsc/2206010100_UNI-ROYAL-Uniroyal-Elec-0402WGF2402TCE_C25769.pdf	20-180:0.000437313	200-580:0.000340299	600-1980:0.000288060	2000-9980:0.000265672	10000-10020:0.000234328	10040-:0.000234328	65956						
C25771	Resistors	Chip Resistor - Surface Mount	0402WGF2702TCE	402	2	UNI-ROYAL(Uniroyal Elec)	Basic	62.5mW Thick Film Resistors 50V ??100ppm/?? ??1% -55??~+155?? 27k?? 0402  Chip Resistor - Surface Mount ROHS	https://datasheet.lcsc.com/lcsc/2206010100_UNI-ROYAL-Uniroyal-Elec-0402WGF2702TCE_C25771.pdf	20-180:0.000461194	200-580:0.000359701	600-1980:0.000305970	2000-9980:0.000280597	10000-10020:0.000249254	10040-:0.000249254	66644						
C25774	Resistors	Chip Resistor - Surface Mount	0402WGF3003TCE	402	2	UNI-ROYAL(Uniroyal Elec)	Basic	62.5mW Thick Film Resistors 50V ??100ppm/?? ??1% -55??~+155?? 300k?? 0402  Chip Resistor - Surface Mount ROHS	https://datasheet.lcsc.com/lcsc/2206010100_UNI-ROYAL-Uniroyal-Elec-0402WGF3003TCE_C25774.pdf	20-180:0.000388060	200-580:0.000291045	600-1980:0.000240299	2000-9980:0.000217910	10000-10020:0.000186567	10040-:0.000186567	57353						
C25778	Resistors	Chip Resistor - Surface Mount	0402WGF3303TCE	402	2	UNI-ROYAL(Uniroyal Elec)	Basic	62.5mW Thick Film Resistors 50V ??100ppm/?? ??1% -55??~+155?? 330k?? 0402  Chip Resistor - Surface Mount ROHS	https://datasheet.lcsc.com/lcsc/2206010100_UNI-ROYAL-Uniroyal-Elec-0402WGF3303TCE_C25778.pdf	20-180:0.000386567	200-580:0.000291045	600-1980:0.000240299	2000-9980:0.000216418	10000-10020:0.000186567	10040-:0.000186567	27385						
C25779	Resistors	Chip Resistor - Surface Mount	0402WGF3302TCE	402	2	UNI-ROYAL(Uniroyal Elec)	Basic	62.5mW Thick Film Resistors 50V ??100ppm/?? ??1% -55??~+155?? 33k?? 0402  Chip Resistor - Surface Mount ROHS	https://datasheet.lcsc.com/lcsc/2206010100_UNI-ROYAL-Uniroyal-Elec-0402WGF3302TCE_C25779.pdf	20-180:0.000423881	200-580:0.000325373	600-1980:0.000274627	2000-9980:0.000250746	10000-10020:0.000219403	10040-:0.000219403	238902						
C25783	Resistors	Chip Resistor - Surface Mount	0402WGF3902TCE	402	2	UNI-ROYAL(Uniroyal Elec)	Basic	62.5mW Thick Film Resistors 50V ??100ppm/?? ??1% -55??~+155?? 39k?? 0402  Chip Resistor - Surface Mount ROHS	https://datasheet.lcsc.com/lcsc/2206010100_UNI-ROYAL-Uniroyal-Elec-0402WGF3902TCE_C25783.pdf	20-180:0.000404478	200-580:0.000304478	600-1980:0.000250746	2000-9980:0.000226866	10000-10020:0.000195522	10040-:0.000195522	115694						
C25790	Resistors	Chip Resistor - Surface Mount	0402WGF4703TCE	402	2	UNI-ROYAL(Uniroyal Elec)	Basic	62.5mW Thick Film Resistors 50V ??100ppm/?? ??1% -55??~+155?? 470k?? 0402  Chip Resistor - Surface Mount ROHS	https://datasheet.lcsc.com/lcsc/2206010100_UNI-ROYAL-Uniroyal-Elec-0402WGF4703TCE_C25790.pdf	20-180:0.000441791	200-580:0.000344776	600-1980:0.000292537	2000-9980:0.000270149	10000-10020:0.000238806	10040-:0.000238806	82045						
C25792	Resistors	Chip Resistor - Surface Mount	0402WGF4702TCE	402	2	UNI-ROYAL(Uniroyal Elec)	Basic	62.5mW Thick Film Resistors 50V ??100ppm/?? ??1% -55??~+155?? 47k?? 0402  Chip Resistor - Surface Mount ROHS	https://datasheet.lcsc.com/lcsc/2206010100_UNI-ROYAL-Uniroyal-Elec-0402WGF4702TCE_C25792.pdf	20-180:0.000435821	200-580:0.000337313	600-1980:0.000286567	2000-9980:0.000262687	10000-10020:0.000231343	10040-:0.000231343	334345						
C25794	Resistors	Chip Resistor - Surface Mount	0402WGF5102TCE	402	2	UNI-ROYAL(Uniroyal Elec)	Basic	62.5mW Thick Film Resistors 50V ??100ppm/?? ??1% -55??~+155?? 51k?? 0402  Chip Resistor - Surface Mount ROHS	https://datasheet.lcsc.com/lcsc/2206010100_UNI-ROYAL-Uniroyal-Elec-0402WGF5102TCE_C25794.pdf	20-180:0.000428358	200-580:0.000332836	600-1980:0.000282090	2000-9980:0.000258209	10000-10020:0.000226866	10040-:0.000226866	224019						
C25796	Resistors	Chip Resistor - Surface Mount	0402WGF5602TCE	402	2	UNI-ROYAL(Uniroyal Elec)	Basic	62.5mW Thick Film Resistors 50V ??100ppm/?? ??1% -55??~+155?? 56k?? 0402  Chip Resistor - Surface Mount ROHS	https://datasheet.lcsc.com/lcsc/2206010100_UNI-ROYAL-Uniroyal-Elec-0402WGF5602TCE_C25796.pdf	20-180:0.000443284	200-580:0.000344776	600-1980:0.000294030	2000-9980:0.000270149	10000-10020:0.000238806	10040-:0.000238806	64958						
C25798	Resistors	Chip Resistor - Surface Mount	0402WGF7502TCE	402	2	UNI-ROYAL(Uniroyal Elec)	Basic	62.5mW Thick Film Resistors 50V ??100ppm/?? ??1% -55??~+155?? 75k?? 0402  Chip Resistor - Surface Mount ROHS	https://datasheet.lcsc.com/lcsc/2206010045_UNI-ROYAL-Uniroyal-Elec-0402WGF7502TCE_C25798.pdf	20-180:0.000413433	200-580:0.000316418	600-1980:0.000265672	2000-9980:0.000241791	10000-10020:0.000210448	10040-:0.000210448	84932						
C25803	Resistors	Chip Resistor - Surface Mount	0603WAF1003T5E	603	2	UNI-ROYAL(Uniroyal Elec)	Basic	100mW Thick Film Resistors 75V ??100ppm/?? ??1% -55??~+155?? 100k?? 0603  Chip Resistor - Surface Mount ROHS	https://datasheet.lcsc.com/lcsc/2206010045_UNI-ROYAL-Uniroyal-Elec-0603WAF1003T5E_C25803.pdf	20-180:0.001016418	200-580:0.000826866	600-1980:0.000691045	2000-9980:0.000577612	10000-19980:0.000558209	20000-:0.000547761	3347217						
C25804	Resistors	Chip Resistor - Surface Mount	0603WAF1002T5E	603	2	UNI-ROYAL(Uniroyal Elec)	Basic	100mW Thick Film Resistors 75V ??100ppm/?? ??1% -55??~+155?? 10k?? 0603  Chip Resistor - Surface Mount ROHS	https://datasheet.lcsc.com/lcsc/2206010045_UNI-ROYAL-Uniroyal-Elec-0603WAF1002T5E_C25804.pdf	100-580:0.000434328	60-80:0.000434328	600-660:0.000414925	680-700:0.000414925	720-:0.000414925	20-40:0.000434328	10628563						
C25805	Resistors	Chip Resistor - Surface Mount	0603WAF1103T5E	603	2	UNI-ROYAL(Uniroyal Elec)	Basic	100mW Thick Film Resistors 75V ??100ppm/?? ??1% -55??~+155?? 110k?? 0603  Chip Resistor - Surface Mount ROHS	https://datasheet.lcsc.com/lcsc/2206010045_UNI-ROYAL-Uniroyal-Elec-0603WAF1103T5E_C25805.pdf	20-180:0.001020896	200-580:0.000795522	600-1980:0.000677612	2000-9980:0.000622388	10000-10020:0.000550746	10040-:0.000550746	43789						
C25808	Resistors	Chip Resistor - Surface Mount	0603WAF1203T5E	603	2	UNI-ROYAL(Uniroyal Elec)	Basic	100mW Thick Film Resistors 75V ??100ppm/?? ??1% -55??~+155?? 120k?? 0603  Chip Resistor - Surface Mount ROHS	https://datasheet.lcsc.com/lcsc/2206010045_UNI-ROYAL-Uniroyal-Elec-0603WAF1203T5E_C25808.pdf	20-180:0.000916418	200-580:0.000714925	600-1980:0.000607463	2000-9980:0.000559701	10000-10020:0.000495522	10040-:0.000495522	145139						
C25810	Resistors	Chip Resistor - Surface Mount	0603WAF1802T5E	603	2	UNI-ROYAL(Uniroyal Elec)	Basic	100mW Thick Film Resistors 75V ??100ppm/?? ??1% -55??~+155?? 18k?? 0603  Chip Resistor - Surface Mount ROHS	https://datasheet.lcsc.com/lcsc/2206010045_UNI-ROYAL-Uniroyal-Elec-0603WAF1802T5E_C25810.pdf	20-180:0.001168657	200-580:0.000953731	600-1980:0.000841791	2000-9980:0.000789552	10000-10020:0.000720896	10040-:0.000720896	139332						
C25811	Resistors	Chip Resistor - Surface Mount	0603WAF2003T5E	603	2	UNI-ROYAL(Uniroyal Elec)	Basic	100mW Thick Film Resistors 75V ??100ppm/?? ??1% -55??~+155?? 200k?? 0603  Chip Resistor - Surface Mount ROHS	https://datasheet.lcsc.com/lcsc/2206010045_UNI-ROYAL-Uniroyal-Elec-0603WAF2003T5E_C25811.pdf	20-180:0.000897015	200-580:0.000695522	600-1980:0.000588060	2000-9980:0.000540299	10000-10020:0.000476119	10040-:0.000476119	398492						
C25819	Resistors	Chip Resistor - Surface Mount	0603WAF4702T5E	603	2	UNI-ROYAL(Uniroyal Elec)	Basic	100mW Thick Film Resistors 75V ??100ppm/?? ??1% -55??~+155?? 47k?? 0603  Chip Resistor - Surface Mount ROHS	https://datasheet.lcsc.com/lcsc/2206010045_UNI-ROYAL-Uniroyal-Elec-0603WAF4702T5E_C25819.pdf	20-180:0.000895522	200-580:0.000694030	600-1980:0.000588060	2000-9980:0.000538806	10000-10020:0.000474627	10040-:0.000474627	714135						
C25822	Resistors	Chip Resistor - Surface Mount	0603WAF6803T5E	603	2	UNI-ROYAL(Uniroyal Elec)	Basic	100mW Thick Film Resistors 75V ??100ppm/?? ??1% -55??~+155?? 680k?? 0603  Chip Resistor - Surface Mount ROHS	https://datasheet.lcsc.com/lcsc/2206010045_UNI-ROYAL-Uniroyal-Elec-0603WAF6803T5E_C25822.pdf	20-180:0.000992537	200-580:0.000774627	600-1980:0.000658209	2000-9980:0.000605970	10000-10020:0.000535821	10040-:0.000535821	95937						
C25826	Resistors	Chip Resistor - Surface Mount	0805W8F3902T5E	805	2	UNI-ROYAL(Uniroyal Elec)	Basic	125mW Thick Film Resistors 150V ??100ppm/?? ??1% -55??~+155?? 39k?? 0805  Chip Resistor - Surface Mount ROHS	https://datasheet.lcsc.com/lcsc/2206010045_UNI-ROYAL-Uniroyal-Elec-0805W8F3902T5E_C25826.pdf	20-180:0.001473134	200-580:0.001107463	600-1980:0.000914925	2000-9980:0.000826866	10000-10020:0.000710448	10040-:0.000710448	131567						
C25862	Resistors	Chip Resistor - Surface Mount	0402WGF1201TCE	402	2	UNI-ROYAL(Uniroyal Elec)	Basic	62.5mW Thick Film Resistors 50V ??100ppm/?? ??1% -55??~+155?? 1.2k?? 0402  Chip Resistor - Surface Mount ROHS	https://datasheet.lcsc.com/lcsc/2206010045_UNI-ROYAL-Uniroyal-Elec-0402WGF1201TCE_C25862.pdf	20-180:0.000411940	200-580:0.000316418	600-1980:0.000265672	2000-9980:0.000241791	10000-10020:0.000210448	10040-:0.000210448	118275						
C25867	Resistors	Chip Resistor - Surface Mount	0402WGF1501TCE	402	2	UNI-ROYAL(Uniroyal Elec)	Basic	62.5mW Thick Film Resistors 50V ??100ppm/?? ??1% -55??~+155?? 1.5k?? 0402  Chip Resistor - Surface Mount ROHS	https://datasheet.lcsc.com/lcsc/2206010045_UNI-ROYAL-Uniroyal-Elec-0402WGF1501TCE_C25867.pdf	20-180:0.000401493	200-580:0.000301493	600-1980:0.000249254	2000-9980:0.000225373	10000-10020:0.000192537	10040-:0.000192537	121061						
C25879	Resistors	Chip Resistor - Surface Mount	0402WGF2201TCE	402	2	UNI-ROYAL(Uniroyal Elec)	Basic	62.5mW Thick Film Resistors 50V ??100ppm/?? ??1% -55??~+155?? 2.2k?? 0402  Chip Resistor - Surface Mount ROHS	https://datasheet.lcsc.com/lcsc/2206010045_UNI-ROYAL-Uniroyal-Elec-0402WGF2201TCE_C25879.pdf	20-180:0.000432836	200-580:0.000335821	600-1980:0.000285075	2000-9980:0.000261194	10000-10020:0.000229851	10040-:0.000229851	202197						
C25882	Resistors	Chip Resistor - Surface Mount	0402WGF2401TCE	402	2	UNI-ROYAL(Uniroyal Elec)	Basic	62.5mW Thick Film Resistors 50V ??100ppm/?? ??1% -55??~+155?? 2.4k?? 0402  Chip Resistor - Surface Mount ROHS	https://datasheet.lcsc.com/lcsc/2206010045_UNI-ROYAL-Uniroyal-Elec-0402WGF2401TCE_C25882.pdf	20-180:0.000395522	200-580:0.000298507	600-1980:0.000246269	2000-9980:0.000222388	10000-10020:0.000191045	10040-:0.000191045	123841						
C25890	Resistors	Chip Resistor - Surface Mount	0402WGF3301TCE	402	2	UNI-ROYAL(Uniroyal Elec)	Basic	62.5mW Thick Film Resistors 50V ??100ppm/?? ??1% -55??~+155?? 3.3k?? 0402  Chip Resistor - Surface Mount ROHS	https://datasheet.lcsc.com/lcsc/2206010045_UNI-ROYAL-Uniroyal-Elec-0402WGF3301TCE_C25890.pdf	20-180:0.000432836	200-580:0.000334328	600-1980:0.000283582	2000-9980:0.000259701	10000-10020:0.000228358	10040-:0.000228358	380371						
C25897	Resistors	Chip Resistor - Surface Mount	0402WGF4992TCE	402	2	UNI-ROYAL(Uniroyal Elec)	Basic	62.5mW Thick Film Resistors 50V ??100ppm/?? ??1% -55??~+155?? 49.9k?? 0402  Chip Resistor - Surface Mount ROHS	https://datasheet.lcsc.com/lcsc/2206010045_UNI-ROYAL-Uniroyal-Elec-0402WGF4992TCE_C25897.pdf	20-180:0.000485075	200-580:0.000379104	600-1980:0.000322388	2000-9980:0.000297015	10000-10020:0.000262687	10040-:0.000262687	130117						
C25900	Resistors	Chip Resistor - Surface Mount	0402WGF4701TCE	402	2	UNI-ROYAL(Uniroyal Elec)	Basic	62.5mW Thick Film Resistors 50V ??100ppm/?? ??1% -55??~+155?? 4.7k?? 0402  Chip Resistor - Surface Mount ROHS	https://datasheet.lcsc.com/lcsc/2206010045_UNI-ROYAL-Uniroyal-Elec-0402WGF4701TCE_C25900.pdf	20-180:0.000500000	200-580:0.000392537	600-1980:0.000335821	2000-9980:0.000310448	10000-10020:0.000276119	10040-:0.000276119	1523932						
C25905	Resistors	Chip Resistor - Surface Mount	0402WGF5101TCE	402	2	UNI-ROYAL(Uniroyal Elec)	Basic	62.5mW Thick Film Resistors 50V ??100ppm/?? ??1% -55??~+155?? 5.1k?? 0402  Chip Resistor - Surface Mount ROHS	https://datasheet.lcsc.com/lcsc/2206010045_UNI-ROYAL-Uniroyal-Elec-0402WGF5101TCE_C25905.pdf	20-180:0.000426866	200-580:0.000329851	600-1980:0.000279104	2000-9980:0.000256716	10000-10020:0.000225373	10040-:0.000225373	612213						
C25908	Resistors	Chip Resistor - Surface Mount	0402WGF5601TCE	402	2	UNI-ROYAL(Uniroyal Elec)	Basic	62.5mW Thick Film Resistors 50V ??100ppm/?? ??1% -55??~+155?? 5.6k?? 0402  Chip Resistor - Surface Mount ROHS	https://datasheet.lcsc.com/lcsc/2206010045_UNI-ROYAL-Uniroyal-Elec-0402WGF5601TCE_C25908.pdf	20-180:0.000428358	200-580:0.000331343	600-1980:0.000280597	2000-9980:0.000258209	10000-10020:0.000226866	10040-:0.000226866	54437						
C25917	Resistors	Chip Resistor - Surface Mount	0402WGF6801TCE	402	2	UNI-ROYAL(Uniroyal Elec)	Basic	62.5mW Thick Film Resistors 50V ??100ppm/?? ??1% -55??~+155?? 6.8k?? 0402  Chip Resistor - Surface Mount ROHS	https://datasheet.lcsc.com/lcsc/2206010045_UNI-ROYAL-Uniroyal-Elec-0402WGF6801TCE_C25917.pdf	20-180:0.000449254	200-580:0.000350746	600-1980:0.000298507	2000-9980:0.000274627	10000-10020:0.000241791	10040-:0.000241791	82906						
C25918	Resistors	Chip Resistor - Surface Mount	0402WGF7501TCE	402	2	UNI-ROYAL(Uniroyal Elec)	Basic	62.5mW Thick Film Resistors 50V ??100ppm/?? ??1% -55??~+155?? 7.5k?? 0402  Chip Resistor - Surface Mount ROHS	https://datasheet.lcsc.com/lcsc/2206010045_UNI-ROYAL-Uniroyal-Elec-0402WGF7501TCE_C25918.pdf	20-180:0.000432836	200-580:0.000335821	600-1980:0.000285075	2000-9980:0.000261194	10000-10020:0.000229851	10040-:0.000229851	37017						
C25924	Resistors	Chip Resistor - Surface Mount	0402WGF8201TCE	402	2	UNI-ROYAL(Uniroyal Elec)	Basic	62.5mW Thick Film Resistors 50V ??100ppm/?? ??1% -55??~+155?? 8.2k?? 0402  Chip Resistor - Surface Mount ROHS	https://datasheet.lcsc.com/lcsc/2206010045_UNI-ROYAL-Uniroyal-Elec-0402WGF8201TCE_C25924.pdf	20-180:0.000389552	200-580:0.000292537	600-1980:0.000241791	2000-9980:0.000219403	10000-10020:0.000188060	10040-:0.000188060	57065						
C25950	Resistors	Chip Resistor - Surface Mount	0603WAF1102T5E	603	2	UNI-ROYAL(Uniroyal Elec)	Basic	100mW Thick Film Resistors 75V ??100ppm/?? ??1% -55??~+155?? 11k?? 0603  Chip Resistor - Surface Mount ROHS	https://datasheet.lcsc.com/lcsc/2206010045_UNI-ROYAL-Uniroyal-Elec-0603WAF1102T5E_C25950.pdf	20-180:0.000908955	200-580:0.000705970	600-1980:0.000600000	2000-9980:0.000550746	10000-10020:0.000486567	10040-:0.000486567	159105						
C25969	Resistors	Chip Resistor - Surface Mount	0603WAF4303T5E	603	2	UNI-ROYAL(Uniroyal Elec)	Basic	100mW Thick Film Resistors 75V ??100ppm/?? ??1% -55??~+155?? 430k?? 0603  Chip Resistor - Surface Mount ROHS	https://datasheet.lcsc.com/lcsc/2206010045_UNI-ROYAL-Uniroyal-Elec-0603WAF4303T5E_C25969.pdf	20-180:0.000819403	200-580:0.000616418	600-1980:0.000508955	2000-9980:0.000461194	10000-10020:0.000397015	10040-:0.000397015	43200						
C25981	Resistors	Chip Resistor - Surface Mount	0603WAF8201T5E	603	2	UNI-ROYAL(Uniroyal Elec)	Basic	100mW Thick Film Resistors 75V ??100ppm/?? ??1% -55??~+155?? 8.2k?? 0603  Chip Resistor - Surface Mount ROHS	https://datasheet.lcsc.com/lcsc/2206010045_UNI-ROYAL-Uniroyal-Elec-0603WAF8201T5E_C25981.pdf	20-180:0.000917910	200-580:0.000716418	600-1980:0.000608955	2000-9980:0.000559701	10000-10020:0.000495522	10040-:0.000495522	147321						
C26010	Resistors	Chip Resistor - Surface Mount	0805W8F3301T5E	805	2	UNI-ROYAL(Uniroyal Elec)	Basic	125mW Thick Film Resistors 150V ??100ppm/?? ??1% -55??~+155?? 3.3k?? 0805  Chip Resistor - Surface Mount ROHS	https://datasheet.lcsc.com/lcsc/2206010045_UNI-ROYAL-Uniroyal-Elec-0805W8F3301T5E_C26010.pdf	20-180:0.001611940	200-580:0.001247761	600-1980:0.001056716	2000-9980:0.000970149	10000-10020:0.000853731	10040-:0.000853731	707958						
C26082	Resistors	Chip Resistor - Surface Mount	0402WGF1005TCE	402	2	UNI-ROYAL(Uniroyal Elec)	Basic	62.5mW Thick Film Resistors 50V ??1% ??200ppm/?? -55??~+155?? 10M?? 0402  Chip Resistor - Surface Mount ROHS	https://datasheet.lcsc.com/lcsc/2206010030_UNI-ROYAL-Uniroyal-Elec-0402WGF1005TCE_C26082.pdf	20-180:0.000588060	200-580:0.000455224	600-1980:0.000386567	2000-9980:0.000353731	10000-10020:0.000311940	10040-:0.000311940	54863						
C26083	Resistors	Chip Resistor - Surface Mount	0402WGF1004TCE	402	2	UNI-ROYAL(Uniroyal Elec)	Basic	62.5mW Thick Film Resistors 50V ??100ppm/?? ??1% -55??~+155?? 1M?? 0402  Chip Resistor - Surface Mount ROHS	https://datasheet.lcsc.com/lcsc/2206010030_UNI-ROYAL-Uniroyal-Elec-0402WGF1004TCE_C26083.pdf	20-180:0.000411940	200-580:0.000314925	600-1980:0.000264179	2000-9980:0.000241791	10000-10020:0.000210448	10040-:0.000210448	488177						
C26108	Resistors	Chip Resistor - Surface Mount	0805W8F1005T5E	805	2	UNI-ROYAL(Uniroyal Elec)	Basic	125mW Thick Film Resistors 150V ??100ppm/?? ??1% -55??~+155?? 10M?? 0805  Chip Resistor - Surface Mount ROHS	https://datasheet.lcsc.com/lcsc/2206010030_UNI-ROYAL-Uniroyal-Elec-0805W8F1005T5E_C26108.pdf	20-180:0.002044776	200-580:0.001537313	600-1980:0.001265672	2000-9980:0.001144776	10000-10020:0.000983582	10040-:0.000983582	67918						
C26112	Resistors	Chip Resistor - Surface Mount	0805W8F2004T5E	805	2	UNI-ROYAL(Uniroyal Elec)	Basic	125mW Thick Film Resistors 150V ??100ppm/?? ??1% -55??~+155?? 2M?? 0805  Chip Resistor - Surface Mount ROHS	https://datasheet.lcsc.com/lcsc/2206010030_UNI-ROYAL-Uniroyal-Elec-0805W8F2004T5E_C26112.pdf	20-180:0.002179104	200-580:0.001686567	600-1980:0.001432836	2000-9980:0.001313433	10000-10020:0.001158209	10040-:0.001158209	100790						
